year,draw_no,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,numbers
2018,895,1,5,12,13,22,30,31,33,34,35,40,45,55,58,63,68,70,71,72,74,75,79,1 5 12 13 22 30 31 33 34 35 40 45 55 58 63 68 70 71 72 74 75 79
2018,896,7,9,12,29,30,31,33,34,41,43,44,46,53,60,65,66,67,68,72,73,76,77,7 9 12 29 30 31 33 34 41 43 44 46 53 60 65 66 67 68 72 73 76 77
2018,897,8,14,16,23,25,26,27,29,39,40,41,46,52,59,60,61,63,64,67,71,73,76,8 14 16 23 25 26 27 29 39 40 41 46 52 59 60 61 63 64 67 71 73 76
2018,898,1,5,7,19,23,24,26,31,32,33,35,36,37,41,42,45,55,58,61,68,71,72,1 5 7 19 23 24 26 31 32 33 35 36 37 41 42 45 55 58 61 68 71 72
2018,899,1,8,13,22,30,32,38,41,42,46,48,49,52,59,60,67,72,74,75,76,77,78,1 8 13 22 30 32 38 41 42 46 48 49 52 59 60 67 72 74 75 76 77 78
2018,900,1,10,25,27,29,38,39,40,43,47,48,49,50,51,52,62,64,68,74,75,77,78,1 10 25 27 29 38 39 40 43 47 48 49 50 51 52 62 64 68 74 75 77 78
2018,901,4,7,9,10,12,17,19,22,24,27,32,37,41,45,62,64,70,74,75,76,78,80,4 7 9 10 12 17 19 22 24 27 32 37 41 45 62 64 70 74 75 76 78 80
2018,902,1,2,3,12,16,22,24,29,31,35,38,39,43,50,51,55,57,65,66,70,71,73,1 2 3 12 16 22 24 29 31 35 38 39 43 50 51 55 57 65 66 70 71 73
2018,903,3,7,9,15,16,22,37,38,40,41,42,44,45,47,55,57,60,62,63,64,65,80,3 7 9 15 16 22 37 38 40 41 42 44 45 47 55 57 60 62 63 64 65 80
2018,904,1,4,5,6,13,15,16,17,21,27,34,37,41,42,43,44,48,51,55,60,65,73,1 4 5 6 13 15 16 17 21 27 34 37 41 42 43 44 48 51 55 60 65 73
2018,905,2,5,7,9,15,16,18,25,26,33,36,37,41,42,48,53,57,59,61,63,78,79,2 5 7 9 15 16 18 25 26 33 36 37 41 42 48 53 57 59 61 63 78 79
2018,906,2,6,10,14,15,16,17,23,25,35,37,38,41,44,55,58,59,64,66,69,73,77,2 6 10 14 15 16 17 23 25 35 37 38 41 44 55 58 59 64 66 69 73 77
2018,907,8,12,16,20,28,30,37,39,41,43,47,49,51,55,63,66,69,70,71,72,73,75,8 12 16 20 28 30 37 39 41 43 47 49 51 55 63 66 69 70 71 72 73 75
2018,908,2,7,11,12,31,37,39,40,49,50,53,55,56,58,61,63,67,68,72,73,75,77,2 7 11 12 31 37 39 40 49 50 53 55 56 58 61 63 67 68 72 73 75 77
2019,909,2,4,7,10,20,21,26,35,43,49,52,55,60,61,66,68,73,75,76,77,78,80,2 4 7 10 20 21 26 35 43 49 52 55 60 61 66 68 73 75 76 77 78 80
2019,910,1,3,5,7,8,12,13,19,25,37,38,40,42,45,47,48,54,55,57,67,68,80,1 3 5 7 8 12 13 19 25 37 38 40 42 45 47 48 54 55 57 67 68 80
2019,911,7,12,14,24,31,34,37,43,45,46,52,53,54,56,59,60,62,65,72,73,74,78,7 12 14 24 31 34 37 43 45 46 52 53 54 56 59 60 62 65 72 73 74 78
2019,912,1,3,4,5,6,8,10,15,17,19,31,34,41,46,48,50,52,59,62,64,68,76,1 3 4 5 6 8 10 15 17 19 31 34 41 46 48 50 52 59 62 64 68 76
2019,913,3,5,7,15,16,19,21,22,26,31,34,35,37,40,41,44,45,48,62,68,69,76,3 5 7 15 16 19 21 22 26 31 34 35 37 40 41 44 45 48 62 68 69 76
2019,914,4,15,17,21,26,27,28,30,33,36,41,44,45,47,53,57,59,60,66,71,72,79,4 15 17 21 26 27 28 30 33 36 41 44 45 47 53 57 59 60 66 71 72 79
2019,915,1,4,8,10,11,14,31,33,35,42,45,46,48,49,50,53,57,68,69,72,78,80,1 4 8 10 11 14 31 33 35 42 45 46 48 49 50 53 57 68 69 72 78 80
2019,916,5,6,7,14,16,21,22,30,31,39,43,46,55,56,58,59,60,62,63,64,65,73,5 6 7 14 16 21 22 30 31 39 43 46 55 56 58 59 60 62 63 64 65 73
2019,917,2,7,11,12,17,24,30,32,42,51,53,55,59,63,64,65,66,67,71,75,77,80,2 7 11 12 17 24 30 32 42 51 53 55 59 63 64 65 66 67 71 75 77 80
2019,918,4,6,14,19,26,27,31,38,39,45,47,49,50,54,60,65,66,70,73,74,75,80,4 6 14 19 26 27 31 38 39 45 47 49 50 54 60 65 66 70 73 74 75 80
2019,919,1,3,13,15,18,20,23,26,32,33,44,46,47,49,51,53,55,67,68,71,74,78,1 3 13 15 18 20 23 26 32 33 44 46 47 49 51 53 55 67 68 71 74 78
2019,920,3,5,8,15,18,22,23,24,27,28,38,44,50,56,58,59,61,63,64,68,76,80,3 5 8 15 18 22 23 24 27 28 38 44 50 56 58 59 61 63 64 68 76 80
2019,921,3,5,7,10,11,15,16,26,28,29,32,35,37,45,51,56,60,69,72,73,75,80,3 5 7 10 11 15 16 26 28 29 32 35 37 45 51 56 60 69 72 73 75 80
2019,922,2,7,8,11,12,20,26,27,28,29,30,33,34,49,52,55,57,60,61,73,74,79,2 7 8 11 12 20 26 27 28 29 30 33 34 49 52 55 57 60 61 73 74 79
2019,923,7,9,18,19,21,22,23,24,31,32,33,37,38,42,43,48,49,50,51,67,70,75,7 9 18 19 21 22 23 24 31 32 33 37 38 42 43 48 49 50 51 67 70 75
2019,924,10,11,13,15,23,24,25,26,30,38,41,44,45,49,55,58,59,65,67,69,71,72,10 11 13 15 23 24 25 26 30 38 41 44 45 49 55 58 59 65 67 69 71 72
2019,925,3,9,11,14,25,26,30,31,32,33,35,37,45,47,49,55,59,63,70,71,72,76,3 9 11 14 25 26 30 31 32 33 35 37 45 47 49 55 59 63 70 71 72 76
2019,926,4,7,12,16,18,26,30,38,42,43,45,52,61,65,67,68,73,74,75,77,78,80,4 7 12 16 18 26 30 38 42 43 45 52 61 65 67 68 73 74 75 77 78 80
2019,927,2,3,6,10,14,15,17,20,22,24,25,33,34,44,49,51,53,67,72,75,76,79,2 3 6 10 14 15 17 20 22 24 25 33 34 44 49 51 53 67 72 75 76 79
2019,928,1,2,5,10,16,26,28,34,39,46,49,50,56,58,60,64,65,66,69,70,73,74,1 2 5 10 16 26 28 34 39 46 49 50 56 58 60 64 65 66 69 70 73 74
2019,929,4,6,9,12,17,18,29,30,32,35,37,39,45,52,58,68,69,70,75,78,79,80,4 6 9 12 17 18 29 30 32 35 37 39 45 52 58 68 69 70 75 78 79 80
2019,930,13,15,18,23,25,26,27,30,46,47,50,52,53,54,55,57,60,64,67,69,71,73,13 15 18 23 25 26 27 30 46 47 50 52 53 54 55 57 60 64 67 69 71 73
2019,931,1,3,7,12,13,15,16,20,22,29,31,35,37,41,50,52,53,55,57,60,69,73,1 3 7 12 13 15 16 20 22 29 31 35 37 41 50 52 53 55 57 60 69 73
2019,932,5,8,14,15,19,25,30,34,38,48,50,56,61,63,66,67,68,69,74,75,77,78,5 8 14 15 19 25 30 34 38 48 50 56 61 63 66 67 68 69 74 75 77 78
2019,933,4,6,11,14,16,17,22,24,26,36,40,49,50,51,53,57,58,62,66,67,69,70,4 6 11 14 16 17 22 24 26 36 40 49 50 51 53 57 58 62 66 67 69 70
2019,934,2,7,10,19,21,28,29,33,37,39,45,46,48,52,58,62,66,70,71,72,75,79,2 7 10 19 21 28 29 33 37 39 45 46 48 52 58 62 66 70 71 72 75 79
2019,935,4,16,21,22,29,32,36,42,45,49,51,52,53,66,67,69,74,75,76,77,78,80,4 16 21 22 29 32 36 42 45 49 51 52 53 66 67 69 74 75 76 77 78 80
2019,936,6,11,13,20,21,23,25,26,27,32,35,36,48,53,55,57,66,68,72,74,75,78,6 11 13 20 21 23 25 26 27 32 35 36 48 53 55 57 66 68 72 74 75 78
2019,937,2,4,12,14,17,18,20,25,26,27,30,38,42,43,44,50,56,59,72,73,75,78,2 4 12 14 17 18 20 25 26 27 30 38 42 43 44 50 56 59 72 73 75 78
2019,938,1,7,10,11,19,20,23,32,33,34,37,43,53,56,59,61,67,71,72,73,75,77,1 7 10 11 19 20 23 32 33 34 37 43 53 56 59 61 67 71 72 73 75 77
2020,1,1,3,6,9,10,13,15,18,25,42,45,46,51,52,54,59,61,65,68,69,73,78,1 3 6 9 10 13 15 18 25 42 45 46 51 52 54 59 61 65 68 69 73 78
2020,2,2,7,9,16,27,31,42,43,44,45,48,49,51,52,53,58,63,64,65,68,69,79,2 7 9 16 27 31 42 43 44 45 48 49 51 52 53 58 63 64 65 68 69 79
2020,3,2,4,5,12,20,22,23,25,26,27,28,29,46,51,56,57,58,59,60,65,67,71,2 4 5 12 20 22 23 25 26 27 28 29 46 51 56 57 58 59 60 65 67 71
2020,4,1,2,8,9,11,12,13,16,19,21,31,32,33,37,49,50,51,52,62,69,74,76,1 2 8 9 11 12 13 16 19 21 31 32 33 37 49 50 51 52 62 69 74 76
2020,5,1,2,6,8,11,13,17,18,22,24,28,32,38,50,60,63,66,68,73,74,77,80,1 2 6 8 11 13 17 18 22 24 28 32 38 50 60 63 66 68 73 74 77 80
2020,6,1,5,10,19,20,26,29,36,39,42,55,59,61,64,65,68,71,72,74,77,78,80,1 5 10 19 20 26 29 36 39 42 55 59 61 64 65 68 71 72 74 77 78 80
2020,7,1,3,6,7,13,16,17,26,28,29,30,37,39,42,43,49,64,68,69,77,79,80,1 3 6 7 13 16 17 26 28 29 30 37 39 42 43 49 64 68 69 77 79 80
2020,8,1,10,12,17,19,22,24,27,29,30,32,38,45,49,51,53,55,58,61,62,70,78,1 10 12 17 19 22 24 27 29 30 32 38 45 49 51 53 55 58 61 62 70 78
2020,9,4,5,7,8,11,13,20,23,29,32,33,42,46,48,52,56,57,68,74,75,77,80,4 5 7 8 11 13 20 23 29 32 33 42 46 48 52 56 57 68 74 75 77 80
2020,10,5,6,10,12,13,15,16,20,26,32,34,40,48,52,55,57,58,60,69,73,75,78,5 6 10 12 13 15 16 20 26 32 34 40 48 52 55 57 58 60 69 73 75 78
2020,11,5,10,16,18,19,23,24,32,33,36,40,41,43,45,47,53,57,60,61,62,69,76,5 10 16 18 19 23 24 32 33 36 40 41 43 45 47 53 57 60 61 62 69 76
2020,12,6,10,11,19,22,23,24,25,26,30,35,36,38,44,47,52,55,67,70,73,77,78,6 10 11 19 22 23 24 25 26 30 35 36 38 44 47 52 55 67 70 73 77 78
2020,13,2,6,8,10,18,20,22,24,30,35,36,37,48,52,53,55,56,60,64,70,71,80,2 6 8 10 18 20 22 24 30 35 36 37 48 52 53 55 56 60 64 70 71 80
2020,14,2,3,5,8,14,20,21,23,28,32,34,35,38,40,44,46,51,55,57,60,64,80,2 3 5 8 14 20 21 23 28 32 34 35 38 40 44 46 51 55 57 60 64 80
2020,15,1,3,15,32,33,34,37,38,40,43,45,48,52,55,60,61,64,65,66,68,71,78,1 3 15 32 33 34 37 38 40 43 45 48 52 55 60 61 64 65 66 68 71 78
2020,16,2,6,8,10,15,19,26,34,40,44,48,49,51,54,57,60,70,71,74,75,77,80,2 6 8 10 15 19 26 34 40 44 48 49 51 54 57 60 70 71 74 75 77 80
2020,17,1,2,10,12,15,23,25,33,34,35,37,38,41,48,53,54,57,60,67,71,73,79,1 2 10 12 15 23 25 33 34 35 37 38 41 48 53 54 57 60 67 71 73 79
2020,18,2,14,20,21,22,30,34,36,37,38,43,45,47,52,59,60,67,73,74,75,77,79,2 14 20 21 22 30 34 36 37 38 43 45 47 52 59 60 67 73 74 75 77 79
2020,19,7,10,19,24,27,32,39,44,45,46,48,49,52,54,55,62,63,72,73,74,76,79,7 10 19 24 27 32 39 44 45 46 48 49 52 54 55 62 63 72 73 74 76 79
2020,20,1,10,11,15,16,17,18,25,27,32,33,34,35,44,46,50,58,62,65,67,69,73,1 10 11 15 16 17 18 25 27 32 33 34 35 44 46 50 58 62 65 67 69 73
2020,21,3,4,7,8,14,16,20,21,23,27,28,31,32,33,35,47,54,55,56,65,74,76,3 4 7 8 14 16 20 21 23 27 28 31 32 33 35 47 54 55 56 65 74 76
2020,22,1,2,3,4,9,14,16,22,24,27,35,37,47,49,51,53,57,60,61,70,73,77,1 2 3 4 9 14 16 22 24 27 35 37 47 49 51 53 57 60 61 70 73 77
2020,23,2,3,6,7,10,12,16,17,18,28,41,49,50,53,55,57,62,63,65,71,73,74,2 3 6 7 10 12 16 17 18 28 41 49 50 53 55 57 62 63 65 71 73 74
2020,24,1,2,4,11,13,15,16,23,24,25,27,46,47,48,53,59,60,62,63,66,70,75,1 2 4 11 13 15 16 23 24 25 27 46 47 48 53 59 60 62 63 66 70 75
2020,25,2,4,8,10,20,22,24,25,26,33,34,35,38,40,43,46,47,51,57,62,68,75,2 4 8 10 20 22 24 25 26 33 34 35 38 40 43 46 47 51 57 62 68 75
2020,26,10,11,12,16,18,20,26,29,33,34,35,43,47,48,50,52,55,66,67,69,71,75,10 11 12 16 18 20 26 29 33 34 35 43 47 48 50 52 55 66 67 69 71 75
2020,27,4,5,16,27,28,29,30,36,38,39,40,46,47,54,64,66,67,69,71,72,74,78,4 5 16 27 28 29 30 36 38 39 40 46 47 54 64 66 67 69 71 72 74 78
2020,28,2,3,4,6,8,11,14,16,24,31,33,36,51,57,61,63,70,71,75,77,79,80,2 3 4 6 8 11 14 16 24 31 33 36 51 57 61 63 70 71 75 77 79 80
2020,29,12,15,17,21,22,23,28,30,31,34,36,40,44,48,51,54,58,65,67,68,73,78,12 15 17 21 22 23 28 30 31 34 36 40 44 48 51 54 58 65 67 68 73 78
2020,30,1,4,7,8,20,21,25,27,32,36,40,41,42,43,45,49,57,64,66,67,70,74,1 4 7 8 20 21 25 27 32 36 40 41 42 43 45 49 57 64 66 67 70 74
2020,31,4,5,6,7,14,23,25,27,29,32,36,38,39,42,47,48,50,55,59,60,70,71,4 5 6 7 14 23 25 27 29 32 36 38 39 42 47 48 50 55 59 60 70 71
2020,32,2,3,11,12,19,20,26,27,28,34,35,37,41,50,52,57,58,64,67,69,75,78,2 3 11 12 19 20 26 27 28 34 35 37 41 50 52 57 58 64 67 69 75 78
2020,33,6,11,18,19,22,27,32,34,38,44,51,52,55,56,57,58,59,65,66,69,74,77,6 11 18 19 22 27 32 34 38 44 51 52 55 56 57 58 59 65 66 69 74 77
2021,1,1,5,19,20,24,28,29,37,38,39,41,53,57,58,60,62,64,66,70,75,79,80,1 5 19 20 24 28 29 37 38 39 41 53 57 58 60 62 64 66 70 75 79 80
2021,2,1,4,6,8,11,13,15,17,29,31,34,35,43,47,51,52,55,59,65,70,71,72,1 4 6 8 11 13 15 17 29 31 34 35 43 47 51 52 55 59 65 70 71 72
2021,3,1,10,23,24,25,31,35,37,40,43,45,53,56,59,65,68,74,75,76,77,78,80,1 10 23 24 25 31 35 37 40 43 45 53 56 59 65 68 74 75 76 77 78 80
2021,4,6,7,14,16,17,19,26,33,36,37,38,39,42,46,51,52,57,61,62,67,73,78,6 7 14 16 17 19 26 33 36 37 38 39 42 46 51 52 57 61 62 67 73 78
2021,6,1,3,15,18,19,23,24,27,28,29,34,37,38,41,42,45,58,62,65,71,72,80,1 3 15 18 19 23 24 27 28 29 34 37 38 41 42 45 58 62 65 71 72 80
2021,7,2,6,12,13,14,15,16,23,30,34,35,46,49,55,56,60,67,70,71,75,76,80,2 6 12 13 14 15 16 23 30 34 35 46 49 55 56 60 67 70 71 75 76 80
2021,8,1,2,7,9,18,22,24,28,29,30,31,32,35,36,47,52,56,62,69,71,77,78,1 2 7 9 18 22 24 28 29 30 31 32 35 36 47 52 56 62 69 71 77 78
2021,9,4,7,12,13,19,25,26,27,31,36,39,42,43,50,54,60,65,69,71,78,79,80,4 7 12 13 19 25 26 27 31 36 39 42 43 50 54 60 65 69 71 78 79 80
2021,10,1,5,9,19,24,41,42,44,45,46,47,48,50,51,52,55,56,59,64,71,75,77,1 5 9 19 24 41 42 44 45 46 47 48 50 51 52 55 56 59 64 71 75 77
2021,11,10,11,18,20,24,26,32,34,35,36,37,39,41,42,45,48,61,64,65,68,71,78,10 11 18 20 24 26 32 34 35 36 37 39 41 42 45 48 61 64 65 68 71 78
2021,12,4,6,8,10,13,15,17,21,27,28,32,39,40,43,44,47,48,56,58,61,62,68,4 6 8 10 13 15 17 21 27 28 32 39 40 43 44 47 48 56 58 61 62 68
2021,13,1,2,3,5,6,7,18,20,22,23,24,36,37,46,48,52,60,69,71,75,76,79,1 2 3 5 6 7 18 20 22 23 24 36 37 46 48 52 60 69 71 75 76 79
2021,14,7,14,18,23,27,29,31,34,35,37,40,43,46,48,50,51,52,60,61,65,69,79,7 14 18 23 27 29 31 34 35 37 40 43 46 48 50 51 52 60 61 65 69 79
2021,15,3,4,5,14,22,25,26,30,34,37,44,46,55,56,61,62,64,69,74,77,79,80,3 4 5 14 22 25 26 30 34 37 44 46 55 56 61 62 64 69 74 77 79 80
2021,16,8,9,15,18,19,25,26,31,35,39,41,46,47,56,59,60,62,67,70,75,79,80,8 9 15 18 19 25 26 31 35 39 41 46 47 56 59 60 62 67 70 75 79 80
2021,17,1,5,16,30,32,37,38,39,42,44,49,50,53,62,67,68,70,71,74,77,79,80,1 5 16 30 32 37 38 39 42 44 49 50 53 62 67 68 70 71 74 77 79 80
2021,18,4,6,7,11,16,17,20,25,26,28,31,33,35,37,40,43,50,55,64,73,74,75,4 6 7 11 16 17 20 25 26 28 31 33 35 37 40 43 50 55 64 73 74 75
2021,19,4,16,17,22,28,29,32,37,39,42,43,46,48,50,52,55,60,62,63,71,77,79,4 16 17 22 28 29 32 37 39 42 43 46 48 50 52 55 60 62 63 71 77 79
2021,20,8,14,23,24,25,28,37,43,44,46,47,50,52,59,60,67,68,72,73,76,77,78,8 14 23 24 25 28 37 43 44 46 47 50 52 59 60 67 68 72 73 76 77 78
2021,21,2,3,5,16,17,21,22,23,25,29,30,32,35,38,42,44,56,58,62,69,73,77,2 3 5 16 17 21 22 23 25 29 30 32 35 38 42 44 56 58 62 69 73 77
2021,22,3,4,7,9,10,11,12,16,27,35,41,46,47,51,55,56,57,67,68,73,75,76,3 4 7 9 10 11 12 16 27 35 41 46 47 51 55 56 57 67 68 73 75 76
2021,23,6,7,16,17,18,28,32,36,37,39,40,44,47,51,52,57,62,63,66,72,73,77,6 7 16 17 18 28 32 36 37 39 40 44 47 51 52 57 62 63 66 72 73 77
2021,24,4,6,7,11,15,16,19,29,38,42,44,47,50,53,54,57,59,60,65,75,76,79,4 6 7 11 15 16 19 29 38 42 44 47 50 53 54 57 59 60 65 75 76 79
2021,25,3,6,9,14,17,24,29,31,38,44,48,52,53,57,60,61,64,66,70,73,75,79,3 6 9 14 17 24 29 31 38 44 48 52 53 57 60 61 64 66 70 73 75 79
2021,26,4,5,6,7,10,14,15,19,20,29,30,41,43,47,51,53,54,62,65,66,71,76,4 5 6 7 10 14 15 19 20 29 30 41 43 47 51 53 54 62 65 66 71 76
2021,27,3,4,18,20,21,27,32,33,35,44,45,48,53,57,59,64,68,69,70,73,77,80,3 4 18 20 21 27 32 33 35 44 45 48 53 57 59 64 68 69 70 73 77 80
2021,28,1,4,5,11,15,21,23,25,28,32,34,52,53,57,62,63,64,65,69,71,73,80,1 4 5 11 15 21 23 25 28 32 34 52 53 57 62 63 64 65 69 71 73 80
2021,29,2,5,6,7,8,15,26,28,29,36,37,38,43,45,51,52,53,54,55,57,67,71,2 5 6 7 8 15 26 28 29 36 37 38 43 45 51 52 53 54 55 57 67 71
2021,30,1,7,8,14,15,18,25,27,29,31,35,41,42,45,48,49,53,62,71,73,75,79,1 7 8 14 15 18 25 27 29 31 35 41 42 45 48 49 53 62 71 73 75 79
2021,31,2,4,6,9,11,14,15,17,29,33,35,38,42,49,53,54,62,65,66,69,73,74,2 4 6 9 11 14 15 17 29 33 35 38 42 49 53 54 62 65 66 69 73 74
2021,32,1,2,5,14,20,21,27,34,35,40,41,46,50,51,53,54,55,59,69,70,71,80,1 2 5 14 20 21 27 34 35 40 41 46 50 51 53 54 55 59 69 70 71 80
2021,33,2,6,11,12,14,15,16,18,22,26,30,31,41,48,52,57,65,67,68,75,76,79,2 6 11 12 14 15 16 18 22 26 30 31 41 48 52 57 65 67 68 75 76 79
2021,34,3,5,12,16,17,27,29,31,36,40,46,47,51,53,57,60,63,68,71,77,78,79,3 5 12 16 17 27 29 31 36 40 46 47 51 53 57 60 63 68 71 77 78 79
2021,35,1,5,9,19,22,25,27,34,37,43,46,48,52,53,55,56,58,67,69,74,76,79,1 5 9 19 22 25 27 34 37 43 46 48 52 53 55 56 58 67 69 74 76 79
2021,36,1,5,6,8,10,14,20,21,26,31,32,34,41,43,47,58,59,61,64,68,73,77,1 5 6 8 10 14 20 21 26 31 32 34 41 43 47 58 59 61 64 68 73 77
2021,37,4,7,8,11,13,19,21,26,37,39,42,45,46,48,51,53,61,63,68,77,79,80,4 7 8 11 13 19 21 26 37 39 42 45 46 48 51 53 61 63 68 77 79 80
2021,38,2,6,10,14,21,23,25,28,30,35,37,39,44,50,51,54,62,67,72,75,77,80,2 6 10 14 21 23 25 28 30 35 37 39 44 50 51 54 62 67 72 75 77 80
2021,39,1,3,5,12,13,15,19,26,31,36,37,44,46,48,53,57,61,63,73,78,79,80,1 3 5 12 13 15 19 26 31 36 37 44 46 48 53 57 61 63 73 78 79 80
2021,40,4,5,9,11,16,21,25,27,30,31,41,46,52,54,57,60,63,67,68,69,71,78,4 5 9 11 16 21 25 27 30 31 41 46 52 54 57 60 63 67 68 69 71 78
2021,41,1,3,11,14,23,24,28,34,46,47,51,56,57,58,60,61,63,64,65,66,68,78,1 3 11 14 23 24 28 34 46 47 51 56 57 58 60 61 63 64 65 66 68 78
2021,42,3,4,8,13,15,20,22,26,28,32,35,41,43,45,46,49,54,56,57,68,69,76,3 4 8 13 15 20 22 26 28 32 35 41 43 45 46 49 54 56 57 68 69 76
2021,43,4,6,7,13,14,15,19,20,21,30,31,35,49,50,55,56,59,66,70,74,76,77,4 6 7 13 14 15 19 20 21 30 31 35 49 50 55 56 59 66 70 74 76 77
2021,44,5,7,8,11,12,16,17,25,28,30,33,41,45,51,55,59,63,69,73,78,79,80,5 7 8 11 12 16 17 25 28 30 33 41 45 51 55 59 63 69 73 78 79 80
2021,45,2,4,5,11,15,19,25,29,32,33,40,47,50,53,56,58,62,65,67,70,77,78,2 4 5 11 15 19 25 29 32 33 40 47 50 53 56 58 62 65 67 70 77 78
2021,46,3,6,11,14,20,26,30,31,33,36,38,46,49,53,59,62,64,66,69,70,74,77,3 6 11 14 20 26 30 31 33 36 38 46 49 53 59 62 64 66 69 70 74 77
2021,47,1,3,6,8,16,18,19,27,35,36,41,43,47,55,56,61,64,65,69,73,74,75,1 3 6 8 16 18 19 27 35 36 41 43 47 55 56 61 64 65 69 73 74 75
2021,48,2,4,9,15,17,21,22,25,28,29,30,31,34,36,38,39,42,45,52,58,67,75,2 4 9 15 17 21 22 25 28 29 30 31 34 36 38 39 42 45 52 58 67 75
2021,49,7,10,12,16,18,23,26,30,33,38,39,40,43,47,56,57,60,61,62,66,68,73,7 10 12 16 18 23 26 30 33 38 39 40 43 47 56 57 60 61 62 66 68 73
2021,50,4,5,6,9,11,14,16,17,21,22,23,27,32,40,46,54,60,62,67,75,78,79,4 5 6 9 11 14 16 17 21 22 23 27 32 40 46 54 60 62 67 75 78 79
2021,51,1,5,7,9,10,11,15,19,22,24,25,27,36,39,45,51,53,58,66,70,74,77,1 5 7 9 10 11 15 19 22 24 25 27 36 39 45 51 53 58 66 70 74 77
2021,52,2,9,13,16,17,19,22,27,31,36,39,40,47,50,53,55,56,65,69,71,76,79,2 9 13 16 17 19 22 27 31 36 39 40 47 50 53 55 56 65 69 71 76 79
2021,53,6,7,11,13,16,17,18,20,21,24,26,28,36,42,44,50,53,55,56,66,77,80,6 7 11 13 16 17 18 20 21 24 26 28 36 42 44 50 53 55 56 66 77 80
2021,54,1,3,7,10,17,25,27,28,29,32,34,36,43,46,49,52,57,59,63,67,78,80,1 3 7 10 17 25 27 28 29 32 34 36 43 46 49 52 57 59 63 67 78 80
2021,55,2,5,9,11,13,16,17,18,19,20,23,26,32,41,46,47,48,50,54,58,59,75,2 5 9 11 13 16 17 18 19 20 23 26 32 41 46 47 48 50 54 58 59 75
2021,56,2,3,5,11,15,17,19,20,24,31,35,36,38,45,53,57,58,63,71,73,76,78,2 3 5 11 15 17 19 20 24 31 35 36 38 45 53 57 58 63 71 73 76 78
2021,57,3,4,5,7,8,9,12,13,15,18,21,26,27,28,40,52,64,71,72,74,77,78,3 4 5 7 8 9 12 13 15 18 21 26 27 28 40 52 64 71 72 74 77 78
2021,58,2,3,6,8,11,13,18,20,27,28,33,47,55,58,61,62,67,70,71,73,75,76,2 3 6 8 11 13 18 20 27 28 33 47 55 58 61 62 67 70 71 73 75 76
2021,59,2,4,7,8,10,11,20,21,22,24,27,28,43,47,49,50,59,65,71,73,74,77,2 4 7 8 10 11 20 21 22 24 27 28 43 47 49 50 59 65 71 73 74 77
2021,60,11,16,17,23,25,27,30,31,37,38,50,51,52,57,60,63,68,70,71,72,76,80,11 16 17 23 25 27 30 31 37 38 50 51 52 57 60 63 68 70 71 72 76 80
2021,61,6,9,13,21,28,29,32,34,37,41,44,45,48,49,51,55,56,57,58,69,73,75,6 9 13 21 28 29 32 34 37 41 44 45 48 49 51 55 56 57 58 69 73 75
2021,62,1,2,4,8,10,16,21,25,33,36,39,44,45,53,54,60,64,65,70,72,74,76,1 2 4 8 10 16 21 25 33 36 39 44 45 53 54 60 64 65 70 72 74 76
2021,63,6,13,23,27,28,29,37,39,40,49,51,53,55,61,62,65,68,70,75,77,78,79,6 13 23 27 28 29 37 39 40 49 51 53 55 61 62 65 68 70 75 77 78 79
2021,64,3,4,5,16,17,21,28,29,31,37,40,42,48,53,54,56,57,58,62,66,69,79,3 4 5 16 17 21 28 29 31 37 40 42 48 53 54 56 57 58 62 66 69 79
2021,65,6,7,11,22,23,33,39,49,54,55,58,61,63,71,72,74,75,76,77,78,79,80,6 7 11 22 23 33 39 49 54 55 58 61 63 71 72 74 75 76 77 78 79 80
2021,66,6,20,22,23,27,28,29,32,38,41,43,50,52,53,54,55,57,60,64,65,70,77,6 20 22 23 27 28 29 32 38 41 43 50 52 53 54 55 57 60 64 65 70 77
2021,67,3,6,9,11,13,16,17,26,29,30,32,35,37,38,40,43,45,54,60,69,71,77,3 6 9 11 13 16 17 26 29 30 32 35 37 38 40 43 45 54 60 69 71 77
2021,68,2,3,5,6,7,9,16,18,21,22,29,30,38,39,50,52,57,58,66,77,78,80,2 3 5 6 7 9 16 18 21 22 29 30 38 39 50 52 57 58 66 77 78 80
2021,69,5,19,20,24,28,32,33,35,38,42,44,51,52,53,57,61,64,71,74,76,77,79,5 19 20 24 28 32 33 35 38 42 44 51 52 53 57 61 64 71 74 76 77 79
2021,70,5,9,13,15,18,25,36,47,48,53,58,60,61,64,65,69,71,72,74,75,77,79,5 9 13 15 18 25 36 47 48 53 58 60 61 64 65 69 71 72 74 75 77 79
2021,71,11,14,18,19,20,26,27,28,29,44,47,50,52,54,55,58,64,65,66,69,70,75,11 14 18 19 20 26 27 28 29 44 47 50 52 54 55 58 64 65 66 69 70 75
2021,72,2,4,6,7,16,20,23,25,36,39,44,49,51,52,56,58,62,63,67,69,70,77,2 4 6 7 16 20 23 25 36 39 44 49 51 52 56 58 62 63 67 69 70 77
2021,73,1,5,8,9,13,24,25,28,29,30,31,41,44,55,57,59,60,63,65,66,73,80,1 5 8 9 13 24 25 28 29 30 31 41 44 55 57 59 60 63 65 66 73 80
