date,draw_no,n1,n2,n3,n4,n5,n6,joker,super,numbers,bonus
2020-11-18,47,8,22,50,55,71,87,18.0,0.0,8 22 50 55 71 87,18
2020-11-21,48,17,46,61,66,78,83,9.0,0.0,17 46 61 66 78 83,9
2020-11-23,49,8,22,42,52,55,71,49.0,0.0,8 22 42 52 55 71,49
2020-11-25,50,39,42,46,53,78,87,90.0,0.0,39 42 46 53 78 87,90
2020-11-28,51,3,21,31,42,65,80,18.0,0.0,3 21 31 42 65 80,18
2020-11-30,52,7,8,22,48,57,87,32.0,0.0,7 8 22 48 57 87,32
2020-12-02,53,29,32,36,46,72,77,45.0,0.0,29 32 36 46 72 77,45
2020-12-05,54,5,20,22,27,70,76,79.0,0.0,5 20 22 27 70 76,79
2020-12-07,55,21,39,57,58,74,81,63.0,0.0,21 39 57 58 74 81,63
2020-12-09,56,9,13,27,53,62,90,24.0,0.0,9 13 27 53 62 90,24
2020-12-12,57,12,23,28,31,43,60,7.0,0.0,12 23 28 31 43 60,7
2020-12-14,58,3,6,32,60,74,76,68.0,0.0,3 6 32 60 74 76,68
2020-12-16,59,13,49,62,69,79,89,56.0,0.0,13 49 62 69 79 89,56
2020-12-19,60,14,27,63,65,71,77,38.0,0.0,14 27 63 65 71 77,38
2020-12-21,61,4,5,56,63,66,75,71.0,0.0,4 5 56 63 66 75,71
2020-12-23,62,12,27,42,52,72,89,33.0,0.0,12 27 42 52 72 89,33
2020-12-26,63,18,33,38,42,56,79,89.0,0.0,18 33 38 42 56 79,89
2020-12-28,64,28,44,46,68,74,82,29.0,0.0,28 44 46 68 74 82,29
2020-12-30,65,1,31,45,53,58,72,23.0,0.0,1 31 45 53 58 72,23
2021-01-02,1,3,7,9,22,27,70,20.0,0.0,3 7 9 22 27 70,20
2021-01-04,2,6,7,41,63,81,83,18.0,0.0,6 7 41 63 81 83,18
2021-01-06,3,1,32,60,62,63,74,20.0,0.0,1 32 60 62 63 74,20
2021-01-09,4,8,32,33,62,82,83,43.0,0.0,8 32 33 62 82 83,43
2021-01-11,5,6,20,32,54,73,88,11.0,0.0,6 20 32 54 73 88,11
2021-01-13,6,18,28,41,57,71,88,58.0,0.0,18 28 41 57 71 88,58
2021-01-16,7,43,71,73,75,86,88,79.0,0.0,43 71 73 75 86 88,79
2021-01-18,8,23,29,43,68,88,90,85.0,0.0,23 29 43 68 88 90,85
2021-01-20,9,19,24,39,61,63,73,6.0,0.0,19 24 39 61 63 73,6
2021-01-23,10,4,5,18,37,41,60,40.0,0.0,4 5 18 37 41 60,40
2021-01-25,11,15,18,61,70,74,90,29.0,0.0,15 18 61 70 74 90,29
2021-01-27,12,20,62,64,71,73,78,18.0,0.0,20 62 64 71 73 78,18
2021-01-30,13,4,12,21,29,42,90,51.0,0.0,4 12 21 29 42 90,51
2021-02-01,14,15,51,55,60,62,90,11.0,0.0,15 51 55 60 62 90,11
2021-02-03,15,5,41,45,52,65,89,20.0,0.0,5 41 45 52 65 89,20
2021-02-06,16,24,32,33,34,45,61,81.0,0.0,24 32 33 34 45 61,81
2021-02-08,17,1,5,13,33,40,52,12.0,0.0,1 5 13 33 40 52,12
2021-02-10,18,21,24,31,38,46,71,10.0,0.0,21 24 31 38 46 71,10
2021-02-12,19,23,33,38,62,80,90,79.0,40.0,23 33 38 62 80 90,79 40
2021-02-13,19,3,20,24,47,63,69,32.0,0.0,3 20 24 47 63 69,32
2021-02-15,20,8,11,16,47,64,87,15.0,0.0,8 11 16 47 64 87,15
2021-02-17,21,10,12,57,75,80,83,25.0,0.0,10 12 57 75 80 83,25
2021-02-19,22,5,11,12,18,34,85,37.0,49.0,5 11 12 18 34 85,37 49
2021-02-20,22,11,26,33,63,69,83,45.0,0.0,11 26 33 63 69 83,45
2021-02-22,23,23,35,59,64,75,81,66.0,0.0,23 35 59 64 75 81,66
2021-02-24,24,9,26,30,43,54,73,63.0,0.0,9 26 30 43 54 73,63
2021-02-27,25,2,14,29,30,69,80,53.0,0.0,2 14 29 30 69 80,53
2021-03-01,26,5,30,46,60,69,84,1.0,0.0,5 30 46 60 69 84,1
2021-03-03,27,2,11,13,34,47,74,84.0,0.0,2 11 13 34 47 74,84
2021-03-06,28,8,12,20,31,45,87,62.0,0.0,8 12 20 31 45 87,62
2021-03-08,29,22,38,45,47,70,87,24.0,0.0,22 38 45 47 70 87,24
2021-03-10,30,4,23,30,49,53,87,22.0,0.0,4 23 30 49 53 87,22
2021-03-13,31,11,19,25,32,54,71,61.0,0.0,11 19 25 32 54 71,61
2021-03-15,32,23,27,37,56,79,83,71.0,0.0,23 27 37 56 79 83,71
2021-03-17,33,7,13,15,69,78,79,10.0,0.0,7 13 15 69 78 79,10
2021-03-20,34,6,22,28,50,72,90,74.0,0.0,6 22 28 50 72 90,74
2021-03-22,35,9,12,39,64,70,89,40.0,0.0,9 12 39 64 70 89,40
2021-03-24,36,3,4,11,22,37,88,43.0,0.0,3 4 11 22 37 88,43
2021-03-27,37,3,11,21,28,62,83,7.0,0.0,3 11 21 28 62 83,7
2021-03-29,38,5,21,41,51,56,66,23.0,0.0,5 21 41 51 56 66,23
2021-03-31,39,1,3,59,83,84,88,37.0,0.0,1 3 59 83 84 88,37
2021-04-03,40,8,34,39,65,72,73,11.0,0.0,8 34 39 65 72 73,11
2021-04-05,41,19,35,39,62,64,86,90.0,0.0,19 35 39 62 64 86,90
2021-04-07,42,13,53,64,69,78,80,42.0,0.0,13 53 64 69 78 80,42
2021-04-10,43,5,21,30,43,45,60,39.0,0.0,5 21 30 43 45 60,39
2021-04-12,44,18,48,66,72,88,90,5.0,0.0,18 48 66 72 88 90,5
2021-04-14,45,2,4,21,37,63,73,81.0,0.0,2 4 21 37 63 73,81
2021-04-17,46,27,39,56,73,83,84,23.0,0.0,27 39 56 73 83 84,23
2021-04-19,47,12,23,56,79,82,86,5.0,0.0,12 23 56 79 82 86,5
2021-04-21,48,13,33,58,74,78,89,46.0,0.0,13 33 58 74 78 89,46
2021-04-24,49,6,19,29,51,62,81,30.0,0.0,6 19 29 51 62 81,30
2021-04-26,50,3,34,42,52,66,70,28.0,0.0,3 34 42 52 66 70,28
2021-04-28,51,1,15,32,50,55,69,17.0,0.0,1 15 32 50 55 69,17
2021-05-01,52,14,15,17,54,68,82,88.0,0.0,14 15 17 54 68 82,88
2021-05-03,53,3,12,60,65,67,85,49.0,0.0,3 12 60 65 67 85,49
2021-05-05,54,1,3,21,58,70,82,5.0,0.0,1 3 21 58 70 82,5
2021-05-08,55,1,15,43,62,64,85,57.0,0.0,1 15 43 62 64 85,57
2021-05-10,56,7,19,49,55,61,89,53.0,0.0,7 19 49 55 61 89,53
2021-05-12,57,13,43,45,70,76,86,7.0,0.0,13 43 45 70 76 86,7
2021-05-15,58,17,29,52,74,77,85,9.0,0.0,17 29 52 74 77 85,9
2021-05-17,59,21,46,48,62,89,90,6.0,0.0,21 46 48 62 89 90,6
2021-05-19,60,10,11,24,53,71,90,77.0,0.0,10 11 24 53 71 90,77
2021-05-22,61,1,11,56,59,80,81,40.0,0.0,1 11 56 59 80 81,40
2021-05-24,62,7,16,59,69,78,89,8.0,0.0,7 16 59 69 78 89,8
2021-05-26,63,47,48,49,52,58,85,15.0,0.0,47 48 49 52 58 85,15
2021-05-29,64,7,17,39,44,55,67,63.0,0.0,7 17 39 44 55 67,63
2021-05-31,65,6,21,32,58,88,90,82.0,0.0,6 21 32 58 88 90,82
2021-06-02,66,16,43,46,48,60,72,80.0,0.0,16 43 46 48 60 72,80
2021-06-05,67,2,7,30,32,67,73,34.0,0.0,2 7 30 32 67 73,34
2021-06-07,68,24,52,60,62,87,89,32.0,0.0,24 52 60 62 87 89,32
2021-06-09,69,15,26,61,66,79,82,80.0,0.0,15 26 61 66 79 82,80
2021-06-12,70,5,13,15,37,52,78,88.0,0.0,5 13 15 37 52 78,88
2021-06-14,71,13,23,40,41,62,77,1.0,0.0,13 23 40 41 62 77,1
2021-06-16,72,10,12,17,40,52,83,57.0,0.0,10 12 17 40 52 83,57
2021-06-19,73,21,24,25,48,72,76,43.0,0.0,21 24 25 48 72 76,43
2021-06-21,74,8,25,46,52,77,79,48.0,0.0,8 25 46 52 77 79,48
2021-06-23,75,28,48,59,61,65,67,47.0,0.0,28 48 59 61 65 67,47
2021-06-26,76,7,22,26,31,82,84,33.0,0.0,7 22 26 31 82 84,33
2021-06-28,77,7,44,45,57,62,66,88.0,0.0,7 44 45 57 62 66,88
2021-06-30,78,40,53,55,67,78,87,13.0,0.0,40 53 55 67 78 87,13
2021-07-03,79,14,52,56,76,84,85,35.0,0.0,14 52 56 76 84 85,35
2021-07-05,80,29,60,62,63,76,81,87.0,0.0,29 60 62 63 76 81,87
2021-07-07,81,11,23,42,47,48,59,18.0,0.0,11 23 42 47 48 59,18
2021-07-10,82,8,46,58,66,71,73,84.0,0.0,8 46 58 66 71 73,84
2021-07-12,83,2,19,23,51,73,90,42.0,0.0,2 19 23 51 73 90,42
2021-07-14,84,12,44,45,52,67,71,55.0,0.0,12 44 45 52 67 71,55
2021-07-17,85,1,5,6,43,52,55,84.0,0.0,1 5 6 43 52 55,84
2021-07-19,86,2,9,31,61,85,88,83.0,0.0,2 9 31 61 85 88,83
2021-07-21,87,8,22,52,60,83,89,39.0,0.0,8 22 52 60 83 89,39
2021-07-24,88,13,24,47,73,75,76,10.0,0.0,13 24 47 73 75 76,10
2021-07-26,89,1,8,50,68,83,87,43.0,0.0,1 8 50 68 83 87,43
2021-07-28,90,18,20,33,40,74,86,68.0,0.0,18 20 33 40 74 86,68
2021-07-31,91,8,14,15,16,36,64,33.0,0.0,8 14 15 16 36 64,33
2021-08-02,92,6,10,26,65,69,90,49.0,0.0,6 10 26 65 69 90,49
2021-08-04,93,23,33,35,51,59,67,89.0,0.0,23 33 35 51 59 67,89
2021-08-07,94,6,43,49,83,85,86,55.0,0.0,6 43 49 83 85 86,55
2021-08-09,95,22,30,42,44,66,77,18.0,0.0,22 30 42 44 66 77,18
2021-08-11,96,8,35,38,57,74,80,16.0,0.0,8 35 38 57 74 80,16
2021-08-14,97,2,5,44,64,71,80,54.0,0.0,2 5 44 64 71 80,54
2021-08-16,98,29,44,45,67,84,86,5.0,0.0,29 44 45 67 84 86,5
2021-08-18,99,36,41,48,59,64,84,54.0,0.0,36 41 48 59 64 84,54
2021-08-21,100,14,40,41,44,72,77,43.0,0.0,14 40 41 44 72 77,43
2021-08-23,101,12,14,23,31,32,87,77.0,0.0,12 14 23 31 32 87,77
2021-08-25,102,22,34,49,54,63,89,57.0,0.0,22 34 49 54 63 89,57
2021-08-27,116,29,32,50,61,80,84,24.0,0.0,29 32 50 61 80 84,24
2021-08-28,103,16,25,58,66,80,89,55.0,0.0,16 25 58 66 80 89,55
2021-08-30,104,30,46,48,68,87,88,42.0,0.0,30 46 48 68 87 88,42
2021-09-01,105,5,8,21,27,50,78,20.0,0.0,5 8 21 27 50 78,20
2021-09-04,106,3,21,27,32,40,49,26.0,0.0,3 21 27 32 40 49,26
2021-09-06,107,16,38,50,56,77,82,85.0,0.0,16 38 50 56 77 82,85
2021-09-08,108,23,51,53,58,68,75,54.0,0.0,23 51 53 58 68 75,54
2021-09-11,109,3,4,11,18,19,32,28.0,0.0,3 4 11 18 19 32,28
2021-09-13,110,9,12,20,25,41,89,76.0,0.0,9 12 20 25 41 89,76
2021-09-15,111,6,33,49,65,68,80,20.0,0.0,6 33 49 65 68 80,20
2021-09-18,112,9,19,47,48,67,90,20.0,0.0,9 19 47 48 67 90,20
2021-09-20,113,1,12,15,16,20,70,54.0,0.0,1 12 15 16 20 70,54
2021-09-22,114,11,13,37,42,59,82,78.0,0.0,11 13 37 42 59 82,78
2021-09-25,115,4,22,24,27,72,77,32.0,0.0,4 22 24 27 72 77,32
2021-09-29,117,11,14,24,47,67,84,90.0,0.0,11 14 24 47 67 84,90
2021-10-02,118,15,33,43,63,80,90,86.0,0.0,15 33 43 63 80 90,86
2021-10-04,119,1,19,26,41,69,77,90.0,0.0,1 19 26 41 69 77,90
2021-10-06,120,2,3,4,36,44,89,34.0,0.0,2 3 4 36 44 89,34
2021-10-09,121,16,18,50,52,69,86,17.0,0.0,16 18 50 52 69 86,17
2021-10-11,122,17,42,50,76,84,89,12.0,0.0,17 42 50 76 84 89,12
2021-10-13,123,5,39,58,60,66,75,86.0,0.0,5 39 58 60 66 75,86
2021-10-16,124,17,24,27,47,57,68,13.0,0.0,17 24 27 47 57 68,13
2021-10-18,125,23,26,34,44,46,56,49.0,0.0,23 26 34 44 46 56,49
2021-10-20,126,5,11,30,40,56,61,46.0,62.0,5 11 30 40 56 61,46 62
2021-10-23,127,26,36,49,74,80,81,61.0,16.0,26 36 49 74 80 81,61 16
2021-10-25,128,7,22,30,37,60,67,61.0,31.0,7 22 30 37 60 67,61 31
2021-10-27,129,2,18,25,36,45,65,26.0,24.0,2 18 25 36 45 65,26 24
2021-10-30,130,36,40,41,54,55,64,48.0,16.0,36 40 41 54 55 64,48 16
2021-11-01,131,34,44,62,69,72,86,27.0,70.0,34 44 62 69 72 86,27 70
2021-11-03,132,16,24,40,57,68,78,37.0,1.0,16 24 40 57 68 78,37 1
2021-11-06,133,23,35,37,52,59,65,73.0,28.0,23 35 37 52 59 65,73 28
2021-11-08,134,16,25,36,54,56,61,4.0,84.0,16 25 36 54 56 61,4 84
2021-11-10,135,8,31,32,55,65,71,84.0,21.0,8 31 32 55 65 71,84 21
2021-11-13,136,31,47,67,74,79,86,29.0,65.0,31 47 67 74 79 86,29 65
2021-11-15,137,13,15,43,51,71,88,50.0,84.0,13 15 43 51 71 88,50 84
2021-11-17,138,53,56,61,65,71,81,16.0,55.0,53 56 61 65 71 81,16 55
2021-11-20,139,13,43,48,53,63,67,74.0,13.0,13 43 48 53 63 67,74 13
2021-11-22,140,7,47,48,62,69,83,23.0,83.0,7 47 48 62 69 83,23 83
2021-11-24,141,32,52,71,73,77,84,15.0,16.0,32 52 71 73 77 84,15 16
2021-11-27,142,17,43,46,61,69,89,41.0,56.0,17 43 46 61 69 89,41 56
2021-11-29,143,27,35,37,42,60,63,49.0,20.0,27 35 37 42 60 63,49 20
2021-12-01,144,5,34,47,61,64,66,48.0,9.0,5 34 47 61 64 66,48 9
2021-12-04,145,15,36,39,45,81,89,69.0,22.0,15 36 39 45 81 89,69 22
2021-12-06,146,35,37,38,56,79,88,36.0,26.0,35 37 38 56 79 88,36 26
2021-12-08,147,5,17,26,44,58,71,63.0,56.0,5 17 26 44 58 71,63 56
2021-12-11,148,18,33,41,59,77,87,6.0,24.0,18 33 41 59 77 87,6 24
2021-12-13,149,1,9,18,41,56,79,83.0,11.0,1 9 18 41 56 79,83 11
2021-12-15,150,2,21,24,45,83,84,58.0,35.0,2 21 24 45 83 84,58 35
2021-12-18,151,2,13,14,33,63,88,70.0,27.0,2 13 14 33 63 88,70 27
2021-12-20,152,7,18,63,67,69,78,10.0,24.0,7 18 63 67 69 78,10 24
2021-12-22,153,6,12,14,48,55,72,18.0,2.0,6 12 14 48 55 72,18 2
2021-12-25,154,10,45,53,66,77,88,64.0,49.0,10 45 53 66 77 88,64 49
2021-12-27,155,6,36,54,55,85,88,64.0,44.0,6 36 54 55 85 88,64 44
2021-12-29,156,34,43,47,57,73,89,85.0,35.0,34 43 47 57 73 89,85 35
2022-01-01,1,9,60,72,77,78,90,20.0,77.0,9 60 72 77 78 90,20 77
2022-01-03,2,25,36,45,57,70,87,86.0,46.0,25 36 45 57 70 87,86 46
2022-01-05,3,7,18,20,37,61,88,10.0,13.0,7 18 20 37 61 88,10 13
2022-01-08,4,18,39,49,60,75,77,13.0,87.0,18 39 49 60 75 77,13 87
2022-01-10,5,36,55,60,64,70,86,44.0,56.0,36 55 60 64 70 86,44 56
2022-01-12,6,1,9,39,59,64,68,55.0,24.0,1 9 39 59 64 68,55 24
2022-01-15,7,6,19,22,23,27,84,26.0,25.0,6 19 22 23 27 84,26 25
2022-01-17,8,4,25,32,44,67,75,54.0,78.0,4 25 32 44 67 75,54 78
2022-01-19,9,17,40,47,50,63,75,14.0,40.0,17 40 47 50 63 75,14 40
2022-01-22,10,15,56,61,64,68,86,4.0,74.0,15 56 61 64 68 86,4 74
2022-01-24,11,6,24,37,56,71,83,10.0,36.0,6 24 37 56 71 83,10 36
2022-01-26,12,30,50,58,71,87,88,15.0,17.0,30 50 58 71 87 88,15 17
2022-01-29,13,3,8,23,61,63,64,65.0,11.0,3 8 23 61 63 64,65 11
2022-01-31,14,17,28,44,59,66,80,90.0,29.0,17 28 44 59 66 80,90 29
2022-02-02,15,31,38,40,42,50,71,64.0,53.0,31 38 40 42 50 71,64 53
2022-02-05,16,6,12,66,75,76,78,27.0,76.0,6 12 66 75 76 78,27 76
2022-02-07,17,1,12,51,57,64,76,78.0,44.0,1 12 51 57 64 76,78 44
2022-02-09,18,9,29,43,60,68,69,56.0,81.0,9 29 43 60 68 69,56 81
2022-02-14,20,23,25,37,43,45,67,87.0,54.0,23 25 37 43 45 67,87 54
2022-02-16,21,28,39,42,68,71,74,19.0,37.0,28 39 42 68 71 74,19 37
2022-02-21,23,3,28,52,87,89,90,27.0,25.0,3 28 52 87 89 90,27 25
2022-02-23,24,10,25,28,56,66,86,41.0,66.0,10 25 28 56 66 86,41 66
2022-02-26,25,18,59,64,74,79,80,85.0,31.0,18 59 64 74 79 80,85 31
2022-02-28,26,14,23,40,41,42,53,46.0,5.0,14 23 40 41 42 53,46 5
2022-03-02,27,25,69,70,76,81,84,12.0,61.0,25 69 70 76 81 84,12 61
2022-03-05,28,18,19,42,47,53,89,73.0,89.0,18 19 42 47 53 89,73 89
2022-03-07,29,9,25,41,52,78,86,57.0,5.0,9 25 41 52 78 86,57 5
2022-03-09,30,15,32,68,69,81,84,29.0,17.0,15 32 68 69 81 84,29 17
2022-03-12,31,25,29,44,61,76,79,35.0,40.0,25 29 44 61 76 79,35 40
2022-03-14,32,19,32,40,42,47,58,61.0,42.0,19 32 40 42 47 58,61 42
2022-03-16,33,31,40,42,45,73,89,90.0,47.0,31 40 42 45 73 89,90 47
2022-03-19,34,9,20,22,23,25,86,2.0,82.0,9 20 22 23 25 86,2 82
2022-03-21,35,15,18,49,56,68,79,47.0,80.0,15 18 49 56 68 79,47 80
2022-03-23,36,6,13,19,31,70,84,51.0,70.0,6 13 19 31 70 84,51 70
2022-03-26,37,8,11,22,41,44,59,19.0,59.0,8 11 22 41 44 59,19 59
2022-03-28,38,5,33,36,51,68,78,15.0,5.0,5 33 36 51 68 78,15 5
2022-03-30,39,1,13,49,56,78,88,19.0,13.0,1 13 49 56 78 88,19 13
2022-04-02,40,15,44,72,75,80,88,76.0,40.0,15 44 72 75 80 88,76 40
2022-04-04,41,3,8,13,22,71,73,58.0,6.0,3 8 13 22 71 73,58 6
2022-04-06,42,5,29,44,59,64,89,26.0,53.0,5 29 44 59 64 89,26 53
2022-04-09,43,3,6,23,53,62,71,90.0,28.0,3 6 23 53 62 71,90 28
2022-04-11,44,26,31,33,46,60,72,84.0,15.0,26 31 33 46 60 72,84 15
2022-04-13,45,6,38,49,62,72,82,40.0,65.0,6 38 49 62 72 82,40 65
2022-04-16,46,16,22,47,78,79,80,23.0,75.0,16 22 47 78 79 80,23 75
2022-04-18,47,25,27,38,68,73,88,49.0,23.0,25 27 38 68 73 88,49 23
2022-04-20,48,4,13,15,75,79,86,12.0,69.0,4 13 15 75 79 86,12 69
2022-04-23,49,1,3,31,70,83,86,18.0,34.0,1 3 31 70 83 86,18 34
2022-04-27,51,29,32,35,47,64,73,68.0,72.0,29 32 35 47 64 73,68 72
2022-04-30,52,9,12,36,39,57,72,37.0,46.0,9 12 36 39 57 72,37 46
2022-05-02,53,12,23,41,45,53,77,70.0,32.0,12 23 41 45 53 77,70 32
2022-05-04,54,26,35,39,43,48,51,67.0,69.0,26 35 39 43 48 51,67 69
2022-05-05,56,7,10,32,53,63,75,37.0,50.0,7 10 32 53 63 75,37 50
2022-05-07,55,7,8,12,35,68,73,77.0,57.0,7 8 12 35 68 73,77 57
2022-05-11,57,11,27,54,57,65,82,78.0,63.0,11 27 54 57 65 82,78 63
2022-05-14,58,1,14,38,56,66,71,25.0,49.0,1 14 38 56 66 71,25 49
2022-05-15,63,4,18,24,34,60,86,8.0,21.0,4 18 24 34 60 86,8 21
2022-05-16,59,26,53,56,57,67,80,2.0,81.0,26 53 56 57 67 80,2 81
2022-05-18,60,14,23,43,57,74,88,28.0,61.0,14 23 43 57 74 88,28 61
2022-05-21,61,21,46,62,73,87,90,86.0,53.0,21 46 62 73 87 90,86 53
2022-05-23,62,9,11,25,26,66,85,5.0,19.0,9 11 25 26 66 85,5 19
2022-05-28,64,9,20,26,35,38,78,72.0,81.0,9 20 26 35 38 78,72 81
2022-05-30,65,7,20,28,34,46,86,9.0,35.0,7 20 28 34 46 86,9 35
2022-06-01,66,20,53,59,66,76,79,40.0,14.0,20 53 59 66 76 79,40 14
2022-06-04,67,23,42,57,71,79,89,80.0,77.0,23 42 57 71 79 89,80 77
2022-06-06,68,9,24,33,37,62,65,77.0,38.0,9 24 33 37 62 65,77 38
2022-06-08,69,26,50,58,69,73,88,32.0,48.0,26 50 58 69 73 88,32 48
2022-06-11,70,4,29,55,64,72,83,24.0,84.0,4 29 55 64 72 83,24 84
2022-06-13,71,2,3,25,57,60,86,45.0,6.0,2 3 25 57 60 86,45 6
2022-06-15,72,7,22,28,57,86,89,17.0,30.0,7 22 28 57 86 89,17 30
2022-06-18,73,10,20,36,49,67,71,56.0,19.0,10 20 36 49 67 71,56 19
2022-06-20,74,14,31,40,53,61,88,60.0,87.0,14 31 40 53 61 88,60 87
2022-06-22,75,16,18,36,37,69,77,57.0,3.0,16 18 36 37 69 77,57 3
2022-06-25,76,9,15,25,46,49,71,39.0,20.0,9 15 25 46 49 71,39 20
2022-06-27,77,25,45,48,55,79,82,60.0,2.0,25 45 48 55 79 82,60 2
2022-06-29,78,1,12,19,22,53,67,65.0,5.0,1 12 19 22 53 67,65 5
2022-07-02,79,12,36,42,71,86,89,33.0,62.0,12 36 42 71 86 89,33 62
2022-07-04,80,20,21,55,81,86,88,90.0,32.0,20 21 55 81 86 88,90 32
2022-07-06,81,49,79,81,82,83,88,52.0,85.0,49 79 81 82 83 88,52 85
2022-07-09,82,15,81,83,87,88,90,16.0,23.0,15 81 83 87 88 90,16 23
2022-07-11,83,8,22,23,40,51,89,60.0,89.0,8 22 23 40 51 89,60 89
2022-07-13,84,3,8,21,46,60,90,57.0,87.0,3 8 21 46 60 90,57 87
2022-07-16,85,10,17,26,29,75,80,32.0,90.0,10 17 26 29 75 80,32 90
2022-07-18,86,9,11,27,51,62,72,18.0,81.0,9 11 27 51 62 72,18 81
2022-07-20,87,8,25,32,41,46,49,10.0,21.0,8 25 32 41 46 49,10 21
2022-07-23,88,9,10,28,40,53,76,39.0,12.0,9 10 28 40 53 76,39 12
2022-07-25,89,8,15,23,34,46,73,47.0,39.0,8 15 23 34 46 73,47 39
2022-07-27,90,3,4,19,84,85,87,11.0,68.0,3 4 19 84 85 87,11 68
2022-07-30,91,16,18,43,53,58,78,46.0,71.0,16 18 43 53 58 78,46 71
2022-08-01,92,4,38,63,80,86,87,39.0,50.0,4 38 63 80 86 87,39 50
2022-08-03,93,5,12,13,14,32,71,79.0,24.0,5 12 13 14 32 71,79 24
2022-08-06,94,11,13,16,28,53,58,77.0,23.0,11 13 16 28 53 58,77 23
2022-08-08,95,13,17,26,29,34,90,72.0,21.0,13 17 26 29 34 90,72 21
2022-08-10,96,9,13,19,28,46,69,88.0,28.0,9 13 19 28 46 69,88 28
2022-08-13,97,24,46,61,69,79,86,15.0,69.0,24 46 61 69 79 86,15 69
2022-08-15,98,3,10,28,45,67,76,39.0,51.0,3 10 28 45 67 76,39 51
2022-08-17,99,11,26,28,64,74,87,67.0,52.0,11 26 28 64 74 87,67 52
2022-08-20,100,34,37,44,66,74,83,68.0,2.0,34 37 44 66 74 83,68 2
2022-08-22,101,10,12,14,31,60,69,4.0,86.0,10 12 14 31 60 69,4 86
2022-08-24,102,3,22,38,77,82,87,56.0,71.0,3 22 38 77 82 87,56 71
2022-08-27,103,5,9,28,29,50,81,89.0,84.0,5 9 28 29 50 81,89 84
2022-08-29,104,13,24,34,47,76,82,86.0,74.0,13 24 34 47 76 82,86 74
2022-08-31,105,25,45,56,72,83,89,58.0,28.0,25 45 56 72 83 89,58 28
2022-09-03,106,33,36,41,43,69,74,6.0,80.0,33 36 41 43 69 74,6 80
2022-09-05,107,9,16,39,49,56,77,73.0,86.0,9 16 39 49 56 77,73 86
2022-09-07,108,8,22,25,37,70,78,46.0,50.0,8 22 25 37 70 78,46 50
2022-09-10,109,13,19,27,32,35,84,74.0,60.0,13 19 27 32 35 84,74 60
2022-09-12,110,12,14,24,27,65,67,31.0,74.0,12 14 24 27 65 67,31 74
2022-09-14,111,18,34,52,64,66,67,60.0,23.0,18 34 52 64 66 67,60 23
2022-09-17,112,55,56,60,66,79,81,4.0,5.0,55 56 60 66 79 81,4 5
2022-09-19,113,15,23,35,39,56,64,9.0,17.0,15 23 35 39 56 64,9 17
2022-09-21,114,1,3,41,43,49,86,62.0,56.0,1 3 41 43 49 86,62 56
2022-09-24,115,2,7,15,20,21,43,25.0,47.0,2 7 15 20 21 43,25 47
2022-09-26,116,40,44,66,82,84,87,47.0,75.0,40 44 66 82 84 87,47 75
2022-10-01,118,22,28,43,44,45,46,29.0,47.0,22 28 43 44 45 46,29 47
2022-10-03,119,21,25,35,65,78,90,32.0,74.0,21 25 35 65 78 90,32 74
2022-10-05,120,1,3,25,30,62,75,17.0,56.0,1 3 25 30 62 75,17 56
2022-10-08,121,14,16,30,52,63,72,28.0,40.0,14 16 30 52 63 72,28 40
2022-10-10,122,14,28,46,56,57,58,40.0,37.0,14 28 46 56 57 58,40 37
2022-10-12,123,4,15,18,46,85,90,86.0,26.0,4 15 18 46 85 90,86 26
2022-10-15,124,13,24,27,45,65,81,88.0,48.0,13 24 27 45 65 81,88 48
2022-10-17,125,6,31,61,68,71,78,18.0,2.0,6 31 61 68 71 78,18 2
2022-10-19,126,23,24,29,33,60,75,85.0,36.0,23 24 29 33 60 75,85 36
2022-10-22,127,2,4,11,36,49,69,33.0,52.0,2 4 11 36 49 69,33 52
2022-10-24,128,13,24,50,59,65,80,14.0,73.0,13 24 50 59 65 80,14 73
2022-10-26,129,29,31,40,67,81,90,88.0,22.0,29 31 40 67 81 90,88 22
2022-10-29,130,1,3,7,17,41,46,21.0,20.0,1 3 7 17 41 46,21 20
2022-10-31,131,1,4,64,67,77,88,59.0,68.0,1 4 64 67 77 88,59 68
2022-11-02,132,6,22,23,40,78,79,74.0,1.0,6 22 23 40 78 79,74 1
2022-11-05,133,28,36,44,71,78,88,65.0,4.0,28 36 44 71 78 88,65 4
2022-11-07,134,37,55,58,64,66,72,16.0,79.0,37 55 58 64 66 72,16 79
2022-11-09,135,14,42,46,71,77,85,64.0,82.0,14 42 46 71 77 85,64 82
2022-11-12,136,28,33,52,61,68,69,70.0,41.0,28 33 52 61 68 69,70 41
2022-11-14,137,2,5,10,12,55,67,90.0,74.0,2 5 10 12 55 67,90 74
2022-11-16,138,37,38,63,66,78,85,73.0,67.0,37 38 63 66 78 85,73 67
2022-11-19,139,9,19,41,55,63,68,11.0,89.0,9 19 41 55 63 68,11 89
2022-11-21,140,8,29,54,65,76,87,25.0,46.0,8 29 54 65 76 87,25 46
2022-11-23,141,2,26,27,31,60,71,14.0,77.0,2 26 27 31 60 71,14 77
2022-11-26,142,2,12,21,58,63,64,70.0,26.0,2 12 21 58 63 64,70 26
2022-11-28,143,13,28,34,67,77,81,36.0,71.0,13 28 34 67 77 81,36 71
